Student_ID,Age,Gender,Education_Level,Course_Name,Time_Spent_on_Videos,Quiz_Attempts,Quiz_Scores,Forum_Participation,Assignment_Completion_Rate,Engagement_Level,Final_Exam_Score,Learning_Style,Feedback_Score,Dropout_Likelihood
S04022,20,Female,High School,Data Science,179,3,53,37,91,Medium,71,Auditory,3,Yes
S04023,45,Female,Undergraduate,Cybersecurity,267,1,67,33,91,Medium,89,Visual,1,No
S04024,32,Male,Undergraduate,Data Science,15,2,85,17,42,Medium,66,Kinesthetic,4,No
S04025,30,Male,High School,Machine Learning,247,2,90,34,44,Medium,68,Reading/Writing,5,No
S04026,30,Male,Undergraduate,Cybersecurity,258,2,65,44,45,High,55,Auditory,2,Yes
S04027,46,Male,Undergraduate,Machine Learning,487,1,30,7,48,High,84,Auditory,2,No
S04028,21,Female,High School,Data Science,33,2,32,48,40,Medium,43,Visual,3,No
S04029,17,Male,Undergraduate,Data Science,29,1,92,30,53,Low,37,Visual,3,No
S04030,34,Male,High School,Web Development,486,2,37,32,47,High,66,Kinesthetic,5,No
S04031,27,Female,Postgraduate,Machine Learning,120,1,78,15,89,Medium,77,Auditory,2,No
S04032,20,Female,Undergraduate,Python Basics,149,2,73,42,57,Medium,81,Visual,1,No
S04033,19,Female,Postgraduate,Python Basics,400,4,64,11,59,Low,88,Reading/Writing,1,No
S04034,46,Male,Postgraduate,Python Basics,265,3,77,30,47,Medium,60,Auditory,1,No
S04035,44,Female,High School,Machine Learning,50,2,30,8,71,Medium,55,Kinesthetic,2,No
S04036,36,Other,High School,Python Basics,282,3,59,23,75,Medium,42,Kinesthetic,2,No
S04037,16,Female,Postgraduate,Cybersecurity,472,1,82,2,82,Medium,59,Auditory,2,No
S04038,45,Male,High School,Web Development,490,1,41,22,75,Medium,57,Visual,5,No
S04039,48,Other,High School,Web Development,106,4,68,30,99,Medium,33,Kinesthetic,2,No
S04040,18,Female,Postgraduate,Data Science,448,4,65,3,83,Medium,83,Auditory,4,No
S04041,26,Male,High School,Web Development,190,2,50,16,90,Low,54,Auditory,4,Yes
S04042,42,Female,Undergraduate,Machine Learning,71,4,62,6,64,Medium,91,Reading/Writing,2,No
S04043,29,Male,High School,Data Science,443,4,35,38,90,High,30,Reading/Writing,4,No
S04044,46,Male,Postgraduate,Cybersecurity,431,4,70,20,68,High,46,Reading/Writing,1,Yes
S04045,28,Male,Postgraduate,Cybersecurity,363,4,53,27,90,Medium,95,Kinesthetic,5,No
S04046,21,Male,Undergraduate,Machine Learning,84,2,55,17,53,Low,52,Auditory,5,No
S04047,41,Male,Postgraduate,Machine Learning,178,3,84,25,73,High,49,Visual,3,No
S04048,48,Male,Undergraduate,Machine Learning,217,4,58,14,78,High,34,Visual,3,Yes
S04049,27,Male,Undergraduate,Python Basics,367,4,83,13,97,High,36,Kinesthetic,5,Yes
S04050,49,Male,High School,Web Development,281,1,33,29,50,Medium,88,Auditory,3,Yes
S04051,29,Male,Postgraduate,Data Science,353,3,34,31,62,Low,83,Kinesthetic,5,Yes
S04052,19,Female,Postgraduate,Cybersecurity,415,2,94,24,57,High,37,Visual,2,Yes
S04053,17,Other,Postgraduate,Cybersecurity,22,2,35,2,97,High,69,Reading/Writing,1,Yes
S04054,32,Male,Postgraduate,Data Science,246,1,61,30,45,Low,66,Kinesthetic,2,No
S04055,17,Female,High School,Web Development,88,3,67,6,69,Medium,37,Visual,5,No
S04056,19,Female,Undergraduate,Web Development,13,2,66,27,47,High,76,Reading/Writing,5,No
S04057,28,Female,Undergraduate,Cybersecurity,70,1,64,9,56,Medium,35,Kinesthetic,2,No
S04058,33,Male,Undergraduate,Machine Learning,90,1,49,22,87,Medium,89,Visual,3,No
S04059,39,Male,Undergraduate,Data Science,313,4,42,1,71,High,70,Reading/Writing,1,No
S04060,49,Female,Postgraduate,Web Development,441,1,90,35,61,High,60,Kinesthetic,2,Yes
S04061,40,Other,High School,Python Basics,331,2,40,37,49,Medium,89,Visual,2,No
S04062,25,Male,High School,Cybersecurity,112,1,69,14,55,High,51,Kinesthetic,4,No
S04063,42,Male,Undergraduate,Cybersecurity,331,3,34,5,46,Medium,33,Reading/Writing,3,Yes
S04064,34,Male,Undergraduate,Data Science,483,4,76,14,78,Medium,52,Visual,2,Yes
S04065,31,Female,Postgraduate,Web Development,297,3,59,23,62,Medium,81,Auditory,3,Yes
S04066,33,Male,High School,Web Development,387,1,83,0,64,Medium,57,Reading/Writing,2,No
S04067,37,Female,Postgraduate,Web Development,362,3,82,35,73,Medium,33,Reading/Writing,3,No
S04068,42,Female,Postgraduate,Python Basics,432,2,46,43,57,Medium,33,Reading/Writing,1,No
S04069,49,Female,High School,Cybersecurity,259,1,55,25,70,Medium,94,Auditory,5,No
S04070,45,Male,High School,Cybersecurity,235,1,72,13,60,Medium,60,Auditory,4,No
S04071,36,Female,Postgraduate,Machine Learning,428,3,33,36,68,Low,66,Auditory,1,No
S04072,20,Female,Undergraduate,Web Development,245,1,50,15,75,Low,96,Kinesthetic,2,No
S04073,23,Male,High School,Cybersecurity,81,1,43,38,78,Low,82,Reading/Writing,2,Yes
S04074,29,Male,High School,Cybersecurity,327,2,78,22,41,Low,58,Visual,3,No
S04075,47,Male,Postgraduate,Cybersecurity,26,1,55,15,43,High,88,Kinesthetic,4,Yes
S04076,31,Male,Postgraduate,Machine Learning,151,2,52,1,85,Medium,93,Auditory,1,No
S04077,24,Female,Undergraduate,Web Development,240,2,82,42,80,High,80,Reading/Writing,3,No
S04078,33,Male,Postgraduate,Web Development,434,4,57,43,62,Medium,33,Reading/Writing,5,No
S04079,28,Female,Postgraduate,Machine Learning,47,2,56,34,84,Medium,78,Auditory,1,No
S04080,47,Male,High School,Cybersecurity,154,4,49,5,41,Medium,61,Visual,2,No
S04081,39,Male,High School,Machine Learning,390,2,76,7,80,Low,41,Visual,2,No
S04082,43,Male,High School,Machine Learning,21,2,47,21,79,High,97,Auditory,5,No
S04083,36,Male,Undergraduate,Cybersecurity,351,1,59,46,75,Medium,35,Kinesthetic,2,Yes
S04084,19,Male,Postgraduate,Python Basics,90,2,83,14,82,Low,96,Reading/Writing,2,No
S04085,25,Male,Postgraduate,Python Basics,71,3,31,45,94,Low,69,Visual,5,Yes
S04086,43,Male,Undergraduate,Python Basics,368,4,61,42,71,Low,97,Reading/Writing,4,Yes
S04087,17,Female,Undergraduate,Cybersecurity,112,1,35,44,72,Medium,43,Reading/Writing,2,No
S04088,22,Female,Undergraduate,Machine Learning,59,1,56,24,89,High,47,Visual,3,Yes
S04089,22,Male,High School,Web Development,274,3,50,17,69,Medium,44,Visual,2,No
S04090,40,Male,Postgraduate,Cybersecurity,335,4,68,6,73,Low,35,Reading/Writing,5,No
S04091,21,Male,High School,Python Basics,159,1,77,12,61,Low,97,Auditory,3,Yes
S04092,44,Female,Undergraduate,Data Science,141,1,91,21,58,Medium,50,Kinesthetic,2,No
S04093,27,Male,High School,Python Basics,230,4,37,1,42,Low,49,Auditory,1,No
S04094,36,Male,Undergraduate,Web Development,349,3,50,26,63,Low,95,Kinesthetic,1,Yes
S04095,27,Male,High School,Machine Learning,465,2,59,6,60,Low,84,Auditory,3,No
S04096,27,Female,High School,Data Science,259,3,40,39,59,Medium,61,Kinesthetic,1,No
S04097,30,Female,Undergraduate,Data Science,285,3,92,30,70,Low,60,Auditory,3,No
S04098,44,Male,Postgraduate,Data Science,285,3,63,18,55,Medium,77,Visual,3,No
S04099,40,Female,High School,Data Science,265,4,94,22,67,Low,74,Reading/Writing,1,No
S04100,36,Female,Undergraduate,Web Development,370,2,79,19,87,High,60,Visual,1,No
S04101,43,Female,Undergraduate,Machine Learning,278,2,83,1,65,High,72,Visual,2,Yes
S04102,30,Male,Undergraduate,Machine Learning,40,4,77,32,45,Medium,74,Visual,3,No
S04103,39,Male,High School,Python Basics,360,2,65,43,56,Low,48,Kinesthetic,5,Yes
S04104,22,Female,High School,Machine Learning,368,4,70,34,53,Medium,92,Auditory,4,No
S04105,34,Male,Undergraduate,Data Science,92,2,82,11,70,Medium,49,Auditory,3,No
S04106,34,Male,Undergraduate,Data Science,429,4,58,16,87,High,43,Reading/Writing,2,No
S04107,46,Female,Undergraduate,Web Development,166,3,65,46,56,Medium,81,Reading/Writing,4,No
S04108,41,Male,High School,Web Development,299,4,43,18,73,Low,90,Reading/Writing,1,No
S04109,19,Female,High School,Machine Learning,150,4,74,48,90,Medium,41,Visual,3,No
S04110,49,Male,Postgraduate,Data Science,154,1,81,25,47,High,42,Reading/Writing,5,No
S04111,15,Female,Undergraduate,Web Development,137,2,75,1,60,Medium,34,Visual,2,No
S04112,29,Other,High School,Machine Learning,52,4,39,26,44,Medium,82,Visual,3,No
S04113,21,Male,High School,Machine Learning,452,1,70,47,92,Low,52,Reading/Writing,2,No
S04114,17,Male,Undergraduate,Python Basics,398,1,38,37,84,Medium,44,Kinesthetic,1,No
S04115,43,Female,High School,Machine Learning,67,2,92,49,73,Medium,97,Visual,4,Yes
S04116,30,Male,Undergraduate,Web Development,354,1,84,44,65,High,86,Reading/Writing,4,No
S04117,41,Female,High School,Data Science,137,1,93,3,67,Medium,52,Visual,2,Yes
S04118,47,Male,Postgraduate,Cybersecurity,102,4,94,1,83,High,34,Visual,1,Yes
S04119,46,Male,Undergraduate,Web Development,90,3,82,11,96,Medium,94,Auditory,1,No
S04120,21,Female,High School,Data Science,347,4,33,44,72,Low,53,Kinesthetic,4,No
S04121,25,Female,Undergraduate,Web Development,140,1,57,38,83,Medium,99,Visual,3,No
S04122,33,Male,Postgraduate,Web Development,60,4,58,40,63,Low,60,Visual,5,No
S04123,24,Male,Postgraduate,Data Science,71,2,34,31,76,High,51,Kinesthetic,5,No
S04124,33,Female,Undergraduate,Data Science,140,1,36,25,49,High,31,Auditory,4,No
S04125,39,Male,Undergraduate,Web Development,232,4,59,3,83,Medium,99,Reading/Writing,2,No
S04126,39,Female,Undergraduate,Python Basics,221,1,53,48,75,High,99,Kinesthetic,4,Yes
S04127,24,Female,Undergraduate,Web Development,348,3,87,26,49,High,51,Kinesthetic,4,Yes
S04128,34,Female,Undergraduate,Web Development,235,2,67,36,50,Medium,94,Kinesthetic,3,No
S04129,49,Female,Undergraduate,Data Science,429,3,73,39,83,Medium,91,Kinesthetic,3,No
S04130,46,Female,Postgraduate,Cybersecurity,329,4,94,45,49,Medium,66,Kinesthetic,2,Yes
S04131,17,Female,Undergraduate,Cybersecurity,88,1,62,14,97,High,75,Auditory,1,No
S04132,33,Male,Undergraduate,Data Science,19,3,81,21,43,Medium,96,Reading/Writing,2,No
S04133,28,Male,Postgraduate,Machine Learning,316,2,87,20,84,Medium,57,Auditory,5,No
S04134,43,Female,Postgraduate,Python Basics,16,2,56,12,94,High,87,Kinesthetic,5,No
S04135,19,Female,Postgraduate,Python Basics,64,1,85,1,67,High,63,Visual,4,No
S04136,34,Other,High School,Data Science,489,2,35,43,89,Low,86,Auditory,5,Yes
S04137,26,Female,Undergraduate,Cybersecurity,208,4,70,42,58,Medium,96,Auditory,3,No
S04138,31,Male,Undergraduate,Web Development,37,4,87,18,85,Medium,91,Reading/Writing,3,No
S04139,49,Female,Undergraduate,Python Basics,355,4,66,22,66,Low,92,Auditory,3,Yes
S04140,30,Female,Undergraduate,Web Development,497,1,35,13,41,High,63,Kinesthetic,1,No
S04141,22,Other,Undergraduate,Cybersecurity,45,3,86,24,67,High,81,Reading/Writing,1,No
S04142,29,Female,High School,Web Development,193,2,55,11,79,Medium,70,Kinesthetic,2,No
S04143,40,Male,Undergraduate,Web Development,233,4,88,48,54,Medium,76,Reading/Writing,3,No
S04144,48,Male,Undergraduate,Web Development,153,2,42,44,67,Medium,67,Auditory,2,No
S04145,36,Female,Undergraduate,Python Basics,110,4,71,13,91,Low,80,Auditory,2,No
S04146,46,Male,Postgraduate,Python Basics,323,3,65,15,58,High,56,Auditory,4,No
S04147,48,Female,Postgraduate,Web Development,216,4,58,48,54,Low,75,Auditory,1,Yes
S04148,34,Male,Undergraduate,Cybersecurity,333,1,55,29,53,Low,72,Auditory,5,No
S04149,44,Female,Undergraduate,Data Science,362,2,74,49,58,Medium,98,Reading/Writing,1,No
S04150,39,Female,High School,Cybersecurity,276,3,67,41,85,High,89,Kinesthetic,2,No
S04151,46,Other,High School,Data Science,34,2,44,7,45,High,44,Reading/Writing,3,No
S04152,39,Female,Postgraduate,Cybersecurity,363,2,87,23,60,Medium,36,Auditory,5,No
S04153,48,Male,High School,Machine Learning,325,4,70,29,90,Medium,65,Kinesthetic,1,No
S04154,31,Male,Postgraduate,Cybersecurity,87,2,33,14,98,Medium,56,Visual,1,No
S04155,45,Female,Undergraduate,Data Science,360,1,68,39,48,Low,56,Reading/Writing,3,Yes
S04156,24,Other,Undergraduate,Web Development,114,2,56,0,56,Medium,66,Reading/Writing,2,Yes
S04157,20,Female,High School,Web Development,34,2,95,38,80,High,40,Auditory,4,No
S04158,44,Female,High School,Machine Learning,252,4,81,21,53,High,53,Kinesthetic,5,Yes
S04159,24,Female,High School,Data Science,346,1,74,27,57,Medium,73,Kinesthetic,4,Yes
S04160,24,Male,Undergraduate,Cybersecurity,382,1,79,47,93,Medium,90,Auditory,2,No
S04161,22,Male,Undergraduate,Python Basics,56,4,70,34,55,Medium,86,Visual,2,No
S04162,29,Male,Undergraduate,Cybersecurity,227,3,71,38,73,High,39,Reading/Writing,1,No
S04163,43,Male,Undergraduate,Cybersecurity,459,4,36,40,84,High,45,Kinesthetic,5,No
S04164,24,Female,Postgraduate,Web Development,221,4,81,15,49,Medium,66,Kinesthetic,2,No
S04165,43,Female,High School,Web Development,208,3,67,7,72,Medium,52,Kinesthetic,4,No
S04166,32,Male,Undergraduate,Machine Learning,291,1,89,18,72,Medium,68,Visual,1,No
S04167,37,Male,Postgraduate,Data Science,39,2,94,44,95,High,32,Kinesthetic,1,No
S04168,34,Male,High School,Python Basics,110,2,61,34,77,Low,46,Auditory,1,No
S04169,39,Male,Postgraduate,Data Science,19,1,67,13,80,Medium,60,Kinesthetic,5,Yes
S04170,43,Female,High School,Python Basics,466,4,46,0,99,Medium,82,Visual,4,No
S04171,27,Male,Undergraduate,Data Science,119,4,97,41,77,Medium,51,Reading/Writing,4,No
S04172,28,Female,High School,Machine Learning,286,2,47,22,72,Low,97,Reading/Writing,4,No
S04173,32,Male,Undergraduate,Data Science,139,1,80,39,53,Medium,41,Reading/Writing,1,No
S04174,26,Male,Undergraduate,Python Basics,199,2,51,29,63,Medium,51,Visual,2,No
S04175,39,Male,Postgraduate,Data Science,386,4,51,9,58,High,35,Reading/Writing,4,No
S04176,49,Male,Undergraduate,Data Science,182,1,47,17,52,High,78,Kinesthetic,4,No
S04177,39,Male,High School,Machine Learning,485,1,51,23,60,High,70,Visual,2,Yes
S04178,20,Female,High School,Machine Learning,22,3,72,41,87,Medium,35,Reading/Writing,2,Yes
S04179,48,Female,Postgraduate,Python Basics,375,4,62,39,65,Medium,82,Visual,1,No
S04180,42,Female,High School,Machine Learning,441,1,42,49,78,Low,93,Auditory,4,No
S04181,28,Female,High School,Python Basics,318,1,84,40,83,Medium,59,Auditory,1,No
S04182,40,Male,Undergraduate,Python Basics,353,2,78,7,82,Low,72,Auditory,4,No
S04183,47,Female,High School,Machine Learning,420,2,73,36,68,Medium,84,Kinesthetic,2,No
S04184,27,Female,Undergraduate,Cybersecurity,156,1,68,27,51,High,34,Kinesthetic,4,No
S04185,36,Other,Undergraduate,Cybersecurity,182,2,89,30,91,High,75,Reading/Writing,2,No
S04186,26,Male,Undergraduate,Web Development,494,4,52,43,84,Low,57,Kinesthetic,1,Yes
S04187,40,Other,Undergraduate,Data Science,203,2,55,46,52,Medium,39,Auditory,5,No
S04188,48,Other,Undergraduate,Web Development,123,1,85,3,53,High,48,Kinesthetic,2,No
S04189,19,Female,Undergraduate,Web Development,281,4,33,49,44,Medium,62,Auditory,5,No
S04190,42,Male,Postgraduate,Machine Learning,337,4,52,23,73,High,76,Kinesthetic,1,Yes
S04191,39,Male,Undergraduate,Python Basics,113,4,33,13,75,High,63,Auditory,4,No
S04192,23,Female,High School,Machine Learning,175,4,78,29,97,High,33,Kinesthetic,5,Yes
S04193,28,Female,Postgraduate,Machine Learning,404,2,60,29,83,Medium,51,Auditory,4,No
S04194,28,Male,Undergraduate,Python Basics,138,1,65,48,64,High,59,Kinesthetic,5,Yes
S04195,30,Female,Postgraduate,Web Development,390,3,90,42,72,High,96,Reading/Writing,2,No
S04196,42,Male,Postgraduate,Cybersecurity,365,1,53,41,43,Medium,97,Reading/Writing,2,No
S04197,17,Male,High School,Data Science,79,1,61,13,49,Low,77,Visual,2,Yes
S04198,36,Female,Postgraduate,Python Basics,107,3,68,21,59,Low,80,Visual,5,No
S04199,47,Female,Undergraduate,Machine Learning,25,4,93,43,64,Medium,53,Visual,2,No
S04200,33,Female,Undergraduate,Python Basics,364,1,60,7,63,Medium,31,Visual,1,No
S04201,30,Female,High School,Python Basics,390,2,57,3,88,Medium,56,Auditory,1,No
S04202,22,Female,Undergraduate,Web Development,77,1,90,33,42,Low,33,Auditory,3,No
S04203,23,Male,Undergraduate,Cybersecurity,397,3,98,6,51,Medium,88,Reading/Writing,3,No
S04204,37,Male,Undergraduate,Web Development,496,1,59,17,54,Medium,53,Auditory,5,No
S04205,25,Male,Undergraduate,Web Development,305,2,46,1,85,High,68,Auditory,5,No
S04206,47,Male,Undergraduate,Data Science,308,1,88,42,51,Medium,93,Auditory,5,Yes
S04207,27,Female,Undergraduate,Python Basics,388,4,96,47,77,Medium,90,Auditory,2,No
S04208,27,Female,Undergraduate,Cybersecurity,470,2,86,34,98,Medium,46,Kinesthetic,2,No
S04209,39,Female,High School,Cybersecurity,333,3,44,15,99,Medium,31,Auditory,2,Yes
S04210,40,Male,Postgraduate,Python Basics,50,4,42,33,81,Medium,55,Kinesthetic,3,No
S04211,33,Male,Postgraduate,Cybersecurity,131,4,37,31,91,Medium,36,Auditory,2,No
S04212,38,Female,Postgraduate,Machine Learning,83,1,34,27,61,High,46,Visual,5,No
S04213,16,Male,High School,Cybersecurity,215,3,98,42,46,Low,44,Kinesthetic,4,No
S04214,45,Female,Undergraduate,Cybersecurity,133,2,73,21,94,Low,86,Reading/Writing,2,No
S04215,29,Female,Undergraduate,Python Basics,17,4,65,43,82,Medium,33,Auditory,4,No
S04216,17,Male,Postgraduate,Web Development,260,4,83,20,60,High,97,Kinesthetic,3,Yes
S04217,44,Male,Undergraduate,Web Development,270,1,41,44,81,High,81,Kinesthetic,2,No
S04218,31,Female,High School,Cybersecurity,281,2,34,7,51,Medium,93,Kinesthetic,4,No
S04219,37,Male,High School,Cybersecurity,175,2,48,13,79,High,59,Auditory,4,No
S04220,34,Female,Undergraduate,Data Science,405,4,66,32,52,Medium,54,Auditory,3,Yes
S04221,34,Female,Undergraduate,Cybersecurity,221,4,63,20,48,Medium,61,Auditory,5,No
S04222,24,Female,High School,Web Development,244,4,71,45,97,Low,38,Kinesthetic,1,No
S04223,41,Male,Postgraduate,Data Science,301,4,43,12,75,Medium,98,Auditory,5,Yes
S04224,26,Male,Undergraduate,Python Basics,404,1,80,11,53,High,50,Reading/Writing,3,No
S04225,35,Female,Undergraduate,Cybersecurity,165,3,53,48,52,Medium,42,Auditory,5,No
S04226,21,Female,Postgraduate,Machine Learning,54,3,37,8,91,Low,66,Auditory,4,No
S04227,49,Male,Undergraduate,Cybersecurity,201,1,78,20,58,High,39,Visual,3,No
S04228,38,Female,Undergraduate,Web Development,191,2,42,49,75,High,47,Auditory,4,No
S04229,48,Male,Undergraduate,Cybersecurity,224,3,34,40,62,Medium,88,Reading/Writing,3,No
S04230,49,Male,Undergraduate,Web Development,344,4,54,28,91,Medium,50,Visual,3,Yes
S04231,29,Male,High School,Python Basics,419,4,68,19,86,Medium,38,Kinesthetic,1,No
S04232,21,Male,Undergraduate,Data Science,78,4,97,26,99,Low,52,Visual,3,No
S04233,34,Male,High School,Machine Learning,86,4,86,5,70,High,40,Reading/Writing,1,No
S04234,38,Female,High School,Data Science,373,3,41,6,68,High,61,Auditory,1,No
S04235,30,Male,Undergraduate,Cybersecurity,407,1,81,27,98,Medium,65,Visual,1,Yes
S04236,46,Female,Undergraduate,Cybersecurity,334,4,93,4,87,Low,96,Reading/Writing,3,No
S04237,40,Female,Undergraduate,Data Science,460,2,91,33,60,Medium,50,Kinesthetic,4,No
S04238,30,Female,Undergraduate,Web Development,106,4,62,19,99,Medium,44,Reading/Writing,4,No
S04239,42,Female,Undergraduate,Web Development,158,3,51,25,46,Medium,40,Kinesthetic,4,Yes
S04240,24,Female,High School,Machine Learning,366,2,78,23,85,Medium,54,Visual,1,No
S04241,23,Female,Undergraduate,Web Development,243,2,68,12,49,High,55,Kinesthetic,2,No
S04242,18,Male,Undergraduate,Machine Learning,453,1,44,48,86,Low,37,Auditory,3,No
S04243,32,Female,High School,Data Science,111,3,52,26,61,High,70,Kinesthetic,1,Yes
S04244,15,Male,Postgraduate,Data Science,204,1,38,48,75,Medium,92,Visual,4,Yes
S04245,30,Female,High School,Cybersecurity,395,4,91,14,65,Low,62,Kinesthetic,1,Yes
S04246,21,Male,High School,Data Science,165,2,75,3,62,Medium,93,Reading/Writing,2,No
S04247,43,Female,Postgraduate,Machine Learning,210,3,97,20,45,Medium,38,Auditory,1,Yes
S04248,39,Male,High School,Web Development,22,1,90,22,49,High,81,Auditory,3,No
S04249,24,Male,Undergraduate,Machine Learning,100,3,65,6,43,Medium,68,Visual,3,Yes
S04250,21,Male,Undergraduate,Web Development,486,3,45,19,94,Low,85,Auditory,5,No
S04251,38,Male,Postgraduate,Python Basics,382,1,69,21,78,Low,83,Visual,3,No
S04252,32,Female,Undergraduate,Python Basics,10,3,73,45,79,High,84,Kinesthetic,5,No
S04253,15,Female,Undergraduate,Cybersecurity,91,3,38,18,88,Medium,37,Auditory,3,No
S04254,37,Female,Undergraduate,Cybersecurity,419,4,83,28,59,High,39,Auditory,2,No
S04255,44,Female,Postgraduate,Data Science,293,4,78,31,74,High,77,Kinesthetic,3,No
S04256,33,Male,Postgraduate,Cybersecurity,335,3,49,5,63,High,41,Visual,1,No
S04257,39,Female,Postgraduate,Data Science,487,1,80,33,69,Medium,62,Reading/Writing,1,No
S04258,49,Female,High School,Machine Learning,122,4,70,39,99,Medium,39,Kinesthetic,1,No
S04259,34,Male,High School,Machine Learning,195,1,95,36,92,Medium,68,Reading/Writing,3,No
S04260,29,Male,Postgraduate,Python Basics,464,3,54,6,94,Low,54,Kinesthetic,3,No
S04261,33,Female,High School,Machine Learning,374,4,39,33,74,Low,49,Visual,5,No
S04262,15,Male,High School,Python Basics,175,2,59,36,67,Low,78,Visual,1,No
